study,site_id,country,region,subject_count,site_risk_category,cluster_id,cluster_name,prob_cluster_0,prob_cluster_1,prob_cluster_2
Study_22,Site 1390,LTU,EMEA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7808623016297714e-18
Study_22,Site 1396,SWE,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_22,Site 1398,SWE,EMEA,17,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 14,POL,EMEA,46,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.6994006764096704e-18
Study_22,Site 1402,SWE,EMEA,25,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.059784818513755e-19
Study_22,Site 1403,SWE,EMEA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2125346178646e-19
Study_22,Site 1404,SWE,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 147,GRC,EMEA,25,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 148,GRC,EMEA,6,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 149,GRC,EMEA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.814651833491904e-19
Study_22,Site 15,POL,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 153,HUN,EMEA,38,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 154,HUN,EMEA,68,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.1756470669073502e-18
Study_22,Site 156,HUN,EMEA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0982019662201103e-19
Study_22,Site 158,HUN,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.3323414727927187e-18
Study_22,Site 159,HUN,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0016606040380196e-19
Study_22,Site 16,POL,EMEA,10,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 161,ISR,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 162,ISR,EMEA,7,Low,0,Cluster_0_Low_Risk,0.9999999999999964,0.0,5.079305340503003e-15
Study_22,Site 163,POL,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 164,POL,EMEA,10,Low,2,Cluster_2_Average,7.03197927840338e-70,0.0,1.0
Study_22,Site 1645,IND,ASIA,3,Low,2,Cluster_2_Average,5.831435552690543e-142,0.0,1.0
Study_22,Site 1646,IND,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 1647,IND,ASIA,40,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.099251217183271e-19
Study_22,Site 1648,IND,ASIA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1649,IND,ASIA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1650,IND,ASIA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2238565110691548e-15
Study_22,Site 1651,IND,ASIA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_22,Site 1652,IND,ASIA,19,Low,0,Cluster_0_Low_Risk,0.9999990839939147,0.0,9.160060854324617e-07
Study_22,Site 1653,IND,ASIA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.149248740216802e-18
Study_22,Site 1654,IND,ASIA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1655,IND,ASIA,14,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1656,IND,ASIA,11,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1657,IND,ASIA,19,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1658,IND,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 1659,IND,ASIA,63,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 166,ARG,AMERICA,41,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1660,IND,ASIA,11,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1661,IND,ASIA,27,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1662,IND,ASIA,7,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1663,IND,ASIA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2558321214886884e-19
Study_22,Site 1664,IND,ASIA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2558321214886884e-19
Study_22,Site 1665,IND,ASIA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1666,IND,ASIA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.8241994476676353e-18
Study_22,Site 1667,IND,ASIA,32,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1668,IND,ASIA,19,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1669,IND,ASIA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.200060457828255e-18
Study_22,Site 1670,IND,ASIA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.418049681319656e-18
Study_22,Site 1671,IND,ASIA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_22,Site 1672,IND,ASIA,3,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1673,MYS,ASIA,65,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1674,MYS,ASIA,14,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1675,MYS,ASIA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1676,MYS,ASIA,8,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1677,MYS,ASIA,16,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1678,MYS,ASIA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_22,Site 1679,MYS,ASIA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.287372390067869e-19
Study_22,Site 168,ARG,AMERICA,43,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1680,MYS,ASIA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 1681,MYS,ASIA,9,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1682,MYS,ASIA,4,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1683,MYS,ASIA,36,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1684,MYS,ASIA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_22,Site 1685,PHL,ASIA,6,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1686,PHL,ASIA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 1687,THA,ASIA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.996071720498174e-18
Study_22,Site 1688,THA,ASIA,18,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1689,TUR,EMEA,15,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 169,ARG,AMERICA,21,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1690,TUR,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_22,Site 1691,VNM,ASIA,10,Low,0,Cluster_0_Low_Risk,0.99999996271482,0.0,3.728518000300574e-08
Study_22,Site 1692,VNM,ASIA,58,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1693,VNM,ASIA,93,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1694,AUT,EMEA,18,Low,0,Cluster_0_Low_Risk,0.999999999999984,0.0,1.5520442270206073e-14
Study_22,Site 1695,BGR,EMEA,43,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1696,BGR,EMEA,24,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1697,BGR,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1148166210356443e-19
Study_22,Site 1698,BGR,EMEA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.324826469606455e-19
Study_22,Site 1699,BGR,EMEA,23,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 17,POL,EMEA,35,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 170,ARG,AMERICA,10,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1700,BGR,EMEA,26,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1701,BGR,EMEA,31,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.6840188307816023e-19
Study_22,Site 1702,BGR,EMEA,21,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2533705157185304e-19
Study_22,Site 1703,BGR,EMEA,37,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1704,BGR,EMEA,5,Medium,0,Cluster_0_Low_Risk,1.0,0.0,5.0267521737407076e-21
Study_22,Site 1705,BGR,EMEA,13,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1706,BGR,EMEA,20,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1707,BGR,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_22,Site 1708,CZE,EMEA,8,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.383305429752128e-19
Study_22,Site 1709,CZE,EMEA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2558321214886884e-19
Study_22,Site 171,ARG,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_22,Site 1710,CZE,EMEA,76,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.5107585594683507e-19
Study_22,Site 1711,CZE,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 1712,CZE,EMEA,4,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1713,CZE,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0229093210285245e-18
Study_22,Site 1714,CZE,EMEA,16,Low,0,Cluster_0_Low_Risk,0.999999999999801,0.0,1.9916452109554488e-13
Study_22,Site 1715,CZE,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 1716,FRA,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 1717,FRA,EMEA,4,Low,2,Cluster_2_Average,3.9482572538752694e-70,0.0,1.0
Study_22,Site 1718,FRA,EMEA,10,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1719,FRA,EMEA,12,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 172,ARG,AMERICA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.8241994476676353e-18
Study_22,Site 1720,FRA,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_22,Site 1721,FRA,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1722,FRA,EMEA,34,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1723,FRA,EMEA,39,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1724,FRA,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_22,Site 1725,FRA,EMEA,7,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.0913889908221326e-19
Study_22,Site 1726,FRA,EMEA,7,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1727,FRA,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1728,FRA,EMEA,33,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1729,FRA,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 173,ARG,AMERICA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.97661950477947e-19
Study_22,Site 1730,FRA,EMEA,43,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1731,FRA,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_22,Site 1732,FRA,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1733,GRC,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1734,HUN,EMEA,12,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1735,HUN,EMEA,43,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.4318826416837916e-18
Study_22,Site 1736,HUN,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1737,HUN,EMEA,9,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1738,HUN,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.166018630950262e-19
Study_22,Site 1739,HUN,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_22,Site 174,ARG,AMERICA,23,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1740,HUN,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1741,HUN,EMEA,13,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1742,HUN,EMEA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.329302127631424e-19
Study_22,Site 1743,HUN,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_22,Site 1744,HUN,EMEA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2558321214886884e-19
Study_22,Site 1745,HUN,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0016606040380196e-19
Study_22,Site 1746,ITA,EMEA,13,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1747,ITA,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.478953993307923e-16
Study_22,Site 1748,ITA,EMEA,10,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1749,ITA,EMEA,34,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1750,ITA,EMEA,14,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1751,ITA,EMEA,4,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.8762291110292744e-19
Study_22,Site 1752,ITA,EMEA,41,Low,2,Cluster_2_Average,1.9155541981729148e-18,0.0,1.0
Study_22,Site 1753,ITA,EMEA,28,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1754,ITA,EMEA,10,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1755,ITA,EMEA,16,Low,0,Cluster_0_Low_Risk,0.999999999999801,0.0,1.9916452109554488e-13
Study_22,Site 1756,ITA,EMEA,14,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1757,ITA,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1758,ITA,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_22,Site 1759,ITA,EMEA,28,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 176,ARG,AMERICA,14,Low,0,Cluster_0_Low_Risk,0.9999999999331219,0.0,6.687849926412035e-11
Study_22,Site 1760,ITA,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_22,Site 1761,ITA,EMEA,6,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1762,ITA,EMEA,13,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1763,ITA,EMEA,13,Low,0,Cluster_0_Low_Risk,0.9999999993377999,0.0,6.622000584266996e-10
Study_22,Site 1764,ITA,EMEA,10,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1765,ITA,EMEA,17,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1766,ITA,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 1767,ITA,EMEA,1,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.7354866714353175e-20
Study_22,Site 1768,ITA,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0016606040380196e-19
Study_22,Site 1769,NLD,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.74355727838225e-18
Study_22,Site 177,USA,AMERICA,43,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1770,NLD,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.97661950477947e-19
Study_22,Site 1771,NLD,EMEA,26,Low,0,Cluster_0_Low_Risk,0.9999999999999964,0.0,3.79402387980403e-15
Study_22,Site 1772,NLD,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_22,Site 1773,NLD,EMEA,55,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1774,NLD,EMEA,56,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1775,NLD,EMEA,30,Low,2,Cluster_2_Average,6.344745248283939e-11,0.0,0.9999999999365521
Study_22,Site 1776,NLD,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.2609061917625062e-16
Study_22,Site 1777,NLD,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.287558092558129e-18
Study_22,Site 1778,NLD,EMEA,17,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1779,NLD,EMEA,12,Low,0,Cluster_0_Low_Risk,0.9999999971894828,0.0,2.810517168001271e-09
Study_22,Site 178,USA,AMERICA,30,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.729912380247723e-16
Study_22,Site 1780,NLD,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.350367390650821e-16
Study_22,Site 1781,NLD,EMEA,23,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1782,NLD,EMEA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.287372390067869e-19
Study_22,Site 1783,NLD,EMEA,6,Low,2,Cluster_2_Average,7.61227823174244e-21,0.0,1.0
Study_22,Site 1784,NLD,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1148166210356443e-19
Study_22,Site 1785,NLD,EMEA,16,Low,0,Cluster_0_Low_Risk,0.9999999999975628,0.0,2.437945856881816e-12
Study_22,Site 1786,NLD,EMEA,42,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1787,NLD,EMEA,11,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0229093210285245e-18
Study_22,Site 1788,NLD,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.299743351258265e-19
Study_22,Site 1789,POL,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_22,Site 179,USA,AMERICA,19,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1790,POL,EMEA,18,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.044595567930624e-19
Study_22,Site 1791,ROU,EMEA,26,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0016606040380196e-19
Study_22,Site 1792,ROU,EMEA,1,High,1,Cluster_1_High_Risk_Elevated_DQI,0.0,1.0,4.996476994334712e-29
Study_22,Site 1793,ROU,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_22,Site 1794,ROU,EMEA,2,High,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1795,ROU,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_22,Site 1796,ROU,EMEA,8,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1797,ROU,EMEA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.814651833491904e-19
Study_22,Site 1798,ROU,EMEA,29,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.374762618573656e-17
Study_22,Site 1799,ROU,EMEA,22,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2125346178646e-19
Study_22,Site 18,USA,AMERICA,22,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 180,USA,AMERICA,51,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3239543618303885e-16
Study_22,Site 1800,ROU,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_22,Site 1801,ROU,EMEA,19,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.313200940858773e-19
Study_22,Site 1802,ROU,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_22,Site 1803,ROU,EMEA,17,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1804,ROU,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_22,Site 1805,ROU,EMEA,10,Medium,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1806,ROU,EMEA,9,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1807,ROU,EMEA,47,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1808,ROU,EMEA,33,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.6351910415010807e-18
Study_22,Site 1809,ROU,EMEA,20,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.287372390067869e-19
Study_22,Site 181,USA,AMERICA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.0362880384357735e-18
Study_22,Site 1810,ROU,EMEA,28,Low,0,Cluster_0_Low_Risk,1.0,0.0,6.212729409592116e-16
Study_22,Site 1811,ROU,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.333873562144245e-19
Study_22,Site 1812,ROU,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1813,ROU,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.166018630950262e-19
Study_22,Site 1814,ROU,EMEA,27,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1815,ROU,EMEA,3,Low,0,Cluster_0_Low_Risk,1.0,0.0,1.3691631706922861e-19
Study_22,Site 1816,SVK,EMEA,34,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1817,SVK,EMEA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.418049681319656e-18
Study_22,Site 1818,SVK,EMEA,12,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1819,SVK,EMEA,17,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.333873562144245e-19
Study_22,Site 182,USA,AMERICA,39,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1820,SVK,EMEA,46,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.369272442713057e-18
Study_22,Site 1821,SVK,EMEA,10,Low,2,Cluster_2_Average,2.7509069919117872e-164,0.0,1.0
Study_22,Site 1822,SVK,EMEA,8,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1823,SVK,EMEA,6,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.743962688818995e-19
Study_22,Site 1824,SVK,EMEA,32,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1825,SVK,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1826,SVK,EMEA,10,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1827,SVK,EMEA,16,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1828,SVK,EMEA,19,Low,0,Cluster_0_Low_Risk,0.9999998380744709,0.0,1.6192552906238506e-07
Study_22,Site 1829,SVK,EMEA,12,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.0982019662201103e-19
Study_22,Site 183,USA,AMERICA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_22,Site 1830,SVK,EMEA,8,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1831,SVK,EMEA,2,Low,0,Cluster_0_Low_Risk,1.0,0.0,8.469757767512745e-20
Study_22,Site 1832,SVK,EMEA,27,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2829323214989525e-19
Study_22,Site 1833,SVK,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1834,SVK,EMEA,24,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1148166210356443e-19
Study_22,Site 1835,SVK,EMEA,8,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1836,SVK,EMEA,36,Low,0,Cluster_0_Low_Risk,0.9999999999999378,0.0,6.286696368366807e-14
Study_22,Site 1837,SVK,EMEA,14,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.2558321214886884e-19
Study_22,Site 1838,SVK,EMEA,16,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.324826469606455e-19
Study_22,Site 1839,SVK,EMEA,23,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.166018630950262e-19
Study_22,Site 184,USA,AMERICA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.8204379270000825e-19
Study_22,Site 1840,SVK,EMEA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.871457484360128e-19
Study_22,Site 1841,SVK,EMEA,9,Low,0,Cluster_0_Low_Risk,1.0,0.0,3.624495505851688e-19
Study_22,Site 1842,SVK,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.8002411641184585e-18
Study_22,Site 1843,SVK,EMEA,15,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.299743351258265e-19
Study_22,Site 1844,SVK,EMEA,10,Low,0,Cluster_0_Low_Risk,1.0,0.0,5.111708970132031e-18
Study_22,Site 1845,ESP,EMEA,13,Low,0,Cluster_0_Low_Risk,1.0,0.0,4.1898786744376856e-19
Study_22,Site 1846,ESP,EMEA,12,Low,0,Cluster_0_Low_Risk,0.9999999971894828,0.0,2.810517168001271e-09
Study_22,Site 1847,ESP,EMEA,10,Low,0,Cluster_0_Low_Risk,0.9999999865534706,0.0,1.3446529379838257e-08
Study_22,Site 1848,ESP,EMEA,72,Low,2,Cluster_2_Average,0.0,0.0,1.0
Study_22,Site 1849,ESP,EMEA,19,Low,0,Cluster_0_Low_Risk,0.9999999999999929,0.0,5.813473453543002e-15
Study_22,Site 185,USA,AMERICA,5,Low,0,Cluster_0_Low_Risk,1.0,0.0,2.338284220982613e-19
Study_22,Site 1850,ESP,EMEA,20,Low,2,Cluster_2_Average,0.0,0.0,1.0
